4.412300000000000111e-01,1.793500000000000094e+00
4.411900000000000266e-01,1.793409999999999949e+00
4.411599999999999966e-01,1.793320000000000025e+00
4.411200000000000121e-01,1.793230000000000102e+00
4.410899999999999821e-01,1.793150000000000022e+00
4.410600000000000076e-01,1.793060000000000098e+00
4.410200000000000231e-01,1.792969999999999953e+00
4.409899999999999931e-01,1.792890000000000095e+00
4.409500000000000086e-01,1.792799999999999949e+00
4.409199999999999786e-01,1.792710000000000026e+00
4.408900000000000041e-01,1.792629999999999946e+00
4.408500000000000196e-01,1.792540000000000022e+00
4.408199999999999896e-01,1.792450000000000099e+00
4.407800000000000051e-01,1.792370000000000019e+00
4.407499999999999751e-01,1.792280000000000095e+00
4.407200000000000006e-01,1.792189999999999950e+00
4.406800000000000161e-01,1.792110000000000092e+00
4.406499999999999861e-01,1.792019999999999946e+00
4.406200000000000117e-01,1.791930000000000023e+00
4.405800000000000272e-01,1.791849999999999943e+00
4.405499999999999972e-01,1.791760000000000019e+00
4.405100000000000127e-01,1.791670000000000096e+00
4.404799999999999827e-01,1.791579999999999950e+00
4.404500000000000082e-01,1.791500000000000092e+00
4.404100000000000237e-01,1.791409999999999947e+00
4.403799999999999937e-01,1.791320000000000023e+00
4.403500000000000192e-01,1.791239999999999943e+00
4.403099999999999792e-01,1.791150000000000020e+00
4.402800000000000047e-01,1.791060000000000096e+00
4.402400000000000202e-01,1.790980000000000016e+00
4.402099999999999902e-01,1.790890000000000093e+00
4.401800000000000157e-01,1.790799999999999947e+00
4.401399999999999757e-01,1.790710000000000024e+00
4.401100000000000012e-01,1.790629999999999944e+00
4.400800000000000267e-01,1.790540000000000020e+00
4.400399999999999867e-01,1.790450000000000097e+00
4.400100000000000122e-01,1.790370000000000017e+00
4.399799999999999822e-01,1.790280000000000094e+00
4.399399999999999977e-01,1.790189999999999948e+00
4.399100000000000232e-01,1.790100000000000025e+00
4.398799999999999932e-01,1.790019999999999945e+00
4.398400000000000087e-01,1.789930000000000021e+00
4.398099999999999787e-01,1.789840000000000098e+00
4.397699999999999942e-01,1.789760000000000018e+00
4.397400000000000198e-01,1.789670000000000094e+00
4.397099999999999898e-01,1.789579999999999949e+00
4.396700000000000053e-01,1.789490000000000025e+00
4.396399999999999753e-01,1.789409999999999945e+00
4.396100000000000008e-01,1.789320000000000022e+00
4.395700000000000163e-01,1.789230000000000098e+00
4.395399999999999863e-01,1.789150000000000018e+00
4.395100000000000118e-01,1.789060000000000095e+00
4.394700000000000273e-01,1.788969999999999949e+00
4.394399999999999973e-01,1.788880000000000026e+00
4.394100000000000228e-01,1.788799999999999946e+00
4.393699999999999828e-01,1.788710000000000022e+00
4.393400000000000083e-01,1.788620000000000099e+00
4.393099999999999783e-01,1.788529999999999953e+00
4.392699999999999938e-01,1.788450000000000095e+00
4.392400000000000193e-01,1.788359999999999950e+00
4.392099999999999893e-01,1.788270000000000026e+00
4.391700000000000048e-01,1.788189999999999946e+00
4.391399999999999748e-01,1.788100000000000023e+00
4.391100000000000003e-01,1.788010000000000099e+00
4.390700000000000158e-01,1.787919999999999954e+00
4.390399999999999858e-01,1.787840000000000096e+00
4.390100000000000113e-01,1.787749999999999950e+00
4.389700000000000268e-01,1.787660000000000027e+00
4.389399999999999968e-01,1.787570000000000103e+00
4.389100000000000223e-01,1.787490000000000023e+00
4.388799999999999923e-01,1.787400000000000100e+00
4.388400000000000079e-01,1.787309999999999954e+00
